image_path,pseudo_label,confidence
d:\Programming\Seminar_Project\PLANT_LEAF_DISEASE_DETECTION\data\FieldPlant_reformatted\Corn___leaf_blight\Mais_Mildiou_-136-_jpg.rf.aac247c9aff3f7e075ada96663907ef2_0_82_494_2731.jpg,4,0.96533203125
d:\Programming\Seminar_Project\PLANT_LEAF_DISEASE_DETECTION\data\FieldPlant_reformatted\Corn___leaf_blight\IMG20221216161247_jpg.rf.2e262a127e3322892ee4f214b273dd3b_862_0_3042_2982.jpg,8,0.99951171875
d:\Programming\Seminar_Project\PLANT_LEAF_DISEASE_DETECTION\data\FieldPlant_reformatted\Corn___rust_leaf\Mais_Rouille-7-_jpg.rf.643a326fba72e2da1acaf7b776f8f393_874_0_2967_4608.jpg,8,0.97216796875
d:\Programming\Seminar_Project\PLANT_LEAF_DISEASE_DETECTION\data\FieldPlant_reformatted\Tomato___healthy\IMG_20221118_081353_123_jpg.rf.924e9009c544035b11d123d846e4f43f_1277_1906_1679_2285.jpg,10,1.0
d:\Programming\Seminar_Project\PLANT_LEAF_DISEASE_DETECTION\data\FieldPlant_reformatted\Tomato___leaf_yellow_virus\IMG20221220131934_jpg.rf.e8ec6cdf65b29a1d94d5843905659534_434_902_1204_2416.jpg,4,0.95751953125
d:\Programming\Seminar_Project\PLANT_LEAF_DISEASE_DETECTION\data\FieldPlant_reformatted\Corn___rust_leaf\Rouille_de_mais-5-_jpg.rf.b0a16cff8fbe8b51717e6d62f9847fe6_0_0_2684_3120.jpg,8,1.0
d:\Programming\Seminar_Project\PLANT_LEAF_DISEASE_DETECTION\data\FieldPlant_reformatted\Tomato___healthy\IMG_20221118_081154_051_jpg.rf.33c305b939a748314754e91fa8be48cf_1497_321_2047_1541.jpg,4,0.9990234375
d:\Programming\Seminar_Project\PLANT_LEAF_DISEASE_DETECTION\data\FieldPlant_reformatted\Corn___leaf_blight\Mais_Brulure_-218-_jpg.rf.89ae53ac9b3e7b8cb7ff397da15bcdc9_2259_108_2947_661.jpg,4,0.99560546875
d:\Programming\Seminar_Project\PLANT_LEAF_DISEASE_DETECTION\data\FieldPlant_reformatted\Corn___leaf_blight\IMG20221216155626_jpg.rf.dd8f4c039838381c35ef11558adf306b_707_211_2084_2448.jpg,11,0.998046875
d:\Programming\Seminar_Project\PLANT_LEAF_DISEASE_DETECTION\data\FieldPlant_reformatted\Corn___leaf_blight\IMG20221216161302_jpg.rf.d3bdc7c987fd2598e13435401c157777_0_1502_3120_3120.jpg,4,0.96728515625
d:\Programming\Seminar_Project\PLANT_LEAF_DISEASE_DETECTION\data\FieldPlant_reformatted\Tomato___healthy\IMG_20221118_081342_773_jpg.rf.32e0521b419c77a51c910c9655333eaa_12_1561_547_2560.jpg,4,0.99462890625
d:\Programming\Seminar_Project\PLANT_LEAF_DISEASE_DETECTION\data\FieldPlant_reformatted\Corn___leaf_blight\Mais_Brulure_-202-_jpg.rf.b30162ff8e9530746d4b21d4b2decaf5_1230_1392_2944_1962.jpg,10,0.99169921875
d:\Programming\Seminar_Project\PLANT_LEAF_DISEASE_DETECTION\data\FieldPlant_reformatted\Corn___leaf_blight\IMG20221216155229_jpg.rf.0f90ddae5706f4490883d1bef4a916c8_0_1016_3134_2186.jpg,4,0.99365234375
d:\Programming\Seminar_Project\PLANT_LEAF_DISEASE_DETECTION\data\FieldPlant_reformatted\Corn___leaf_blight\Mais_Brulure_-171-_jpg.rf.62474a2d122a82a0ba8d41bcbc840256_764_346_3120_2058.jpg,14,0.984375
d:\Programming\Seminar_Project\PLANT_LEAF_DISEASE_DETECTION\data\FieldPlant_reformatted\Tomato___healthy\IMG_20221118_080835_826_jpg.rf.72d4108d2e1ea673bb830fff2d121d8b_12_125_911_636.jpg,8,0.98095703125
d:\Programming\Seminar_Project\PLANT_LEAF_DISEASE_DETECTION\data\FieldPlant_reformatted\Tomato___healthy\IMG_20221118_161034_729_jpg.rf.f3c2f6c69bd13891d201b2ff17bd185c_2186_1216_2560_1581.jpg,0,0.9658203125
d:\Programming\Seminar_Project\PLANT_LEAF_DISEASE_DETECTION\data\FieldPlant_reformatted\Corn___leaf_blight\IMG20221216174404_jpg.rf.dd82a03cda4c8873e647a016c803a1ea_602_22_3120_3120.jpg,11,0.99951171875
d:\Programming\Seminar_Project\PLANT_LEAF_DISEASE_DETECTION\data\FieldPlant_reformatted\Corn___rust_leaf\Mais_Rouille_-2-_jpg.rf.4525a32a4e399f2d00bdfda4191fd224_896_15_2102_3120.jpg,8,0.974609375
d:\Programming\Seminar_Project\PLANT_LEAF_DISEASE_DETECTION\data\FieldPlant_reformatted\Corn___leaf_blight\IMG20221216155749_jpg.rf.6d914909245d168042eae61cfe70dc9a_1184_717_3120_2902.jpg,4,0.9853515625
d:\Programming\Seminar_Project\PLANT_LEAF_DISEASE_DETECTION\data\FieldPlant_reformatted\Corn___healthy\Mais_Sains-44-_jpg.rf.675e03522869bc8238b3e0bcb8888f35_354_22_2743_4608.jpg,10,0.99658203125
d:\Programming\Seminar_Project\PLANT_LEAF_DISEASE_DETECTION\data\FieldPlant_reformatted\Corn___leaf_blight\IMG20221216173651_jpg.rf.7f1763a9603d398b33400e85e124c8af_494_0_2470_3120.jpg,4,0.98486328125
d:\Programming\Seminar_Project\PLANT_LEAF_DISEASE_DETECTION\data\FieldPlant_reformatted\Corn___leaf_blight\Mais_Mildiou_-37-_jpg.rf.4f22ed8a1c2fc3a656431ae5aa848beb_314_2_2054_3120.jpg,4,0.97412109375
d:\Programming\Seminar_Project\PLANT_LEAF_DISEASE_DETECTION\data\FieldPlant_reformatted\Tomato___healthy\IMG_20221118_081717_406_jpg.rf.6ccc50744b9cf7768edf6f16a1a3f6ea_877_1205_2319_1911.jpg,11,0.96240234375
d:\Programming\Seminar_Project\PLANT_LEAF_DISEASE_DETECTION\data\FieldPlant_reformatted\Corn___leaf_blight\Mais_Brulure_-325-_jpg.rf.5ff72bd56964f9c36bca5fe9096b7bb6_1856_1636_3120_2625.jpg,10,0.9521484375
